image_id,area_px,perimeter_px,equiv_diameter_px,major_axis_px,minor_axis_px,eccentricity,centroid_row,centroid_col,grain_id,axis_ratio,circularity,area_um2,perimeter_um,major_axis_um,minor_axis_um
A_01_01,1138.0,148.1837661840736,38.065031221695,59.525875364754846,25.06288336672502,0.9070412224469333,25.533391915641477,11.720562390158172,1,2.375060940515501,0.651254697927759,224.7901234567901,65.85945163736604,26.455944606557708,11.139059274100008
A_01_01,1466.0,195.77564927611036,43.203809699860365,84.17225026958471,23.986076277218395,0.9585381662272386,8.948840381991815,95.34174624829468,2,3.509212980967549,0.4806472794048006,289.58024691358025,87.01139967827126,37.40988900870431,10.660478345430397
A_01_01,2987.0,285.75840533340727,61.669818551086486,84.34644629555562,56.188578552801616,0.7458051539185635,21.83729494476063,212.8141948443254,3,1.50113151912683,0.4596709510454259,590.0246913580247,127.00373570373655,37.487309464691386,24.97270157902294
A_01_01,5351.0,355.6467529817257,82.5415338110327,112.72501635746875,69.09377865485031,0.7901287182344241,65.2481779106709,279.81367968604,4,1.6314785286857487,0.5316271095138443,1056.9876543209875,158.06522354743362,50.10000726998611,30.708346068822358
A_01_01,2039.0,178.95331880577402,50.952285834052596,59.925914417992665,45.742765162719564,0.6460182800304236,18.35605689063266,337.8950465914664,5,1.3100632240250258,0.8001060892640086,402.7654320987654,79.53480835812178,26.63373974133007,20.330117850097583
A_01_01,1773.0,260.0243866176395,47.51266897171157,88.58531582735503,48.224436170055185,0.838836078832654,44.780033840947546,381.0614777213762,6,1.8369383417279315,0.3295265704626663,350.22222222222223,115.56639405228421,39.371251478824455,21.433082742246746
A_01_01,7513.0,562.98484809835,97.8051568149414,132.0951951147767,90.87259100670936,0.7257745779682546,81.92519632636763,59.291095434580065,7,1.4536307772988168,0.2978721085204705,1484.0493827160492,250.21548804371108,58.708975606567414,40.38781822520416
A_01_01,20473.0,1787.3809511662428,161.45288228880582,304.0261967464114,147.27691122451563,0.8748345784223484,167.11810677477652,154.45948322180433,8,2.0643167635577098,0.08052988893216616,4044.049382716049,794.3915338516634,135.12275410951617,65.45640498867361
A_01_01,434.0,78.42640687119285,23.507147049675353,28.62711233842473,19.65451138076898,0.7270638771963259,69.3110599078341,240.69124423963135,9,1.45651610305967,0.8866964245686183,85.72839506172839,34.85618083164127,12.72316103929988,8.73533839145288
A_01_01,93.0,34.14213562373095,10.881694613449236,12.293810092299116,9.761128147301642,0.6079344439650938,71.13978494623656,4.204301075268817,10,1.2594661082390302,1.0025624770733232,18.37037037037037,15.174282499435977,5.463915596577385,4.338279176578507
A_01_01,6118.0,490.2091988222396,88.25916119412038,107.4397644249137,90.24850182105446,0.5425993711368171,124.10068649885584,358.2507355344884,11,1.1904880662289703,0.319931073708431,1208.4938271604938,217.87075503210647,47.75100641107276,40.11044525380198
A_01_01,185.0,50.04163056034261,15.347615963921077,18.50721615941211,12.880728312570303,0.718057186262208,95.4918918918919,119.72972972972973,12,1.436814417316975,0.928364847925038,36.54320987654321,22.240724693485603,8.22542940418316,5.724768138920134
A_01_01,12124.0,962.3056992722711,124.2447433108102,222.11976744014504,97.35975099077831,0.8988185194619392,196.5807489277466,314.4198284394589,13,2.281433191405444,0.16452415763288852,2394.864197530864,427.69142189878715,98.71989664006446,43.271000440345915
A_01_01,126.0,46.970562748477136,12.666024736934256,19.2560567732475,9.099486217779283,0.8813028433265999,138.0952380952381,3.119047619047619,14,2.1161696705976456,0.7176767587308024,24.888888888888886,20.875805665989837,8.558247454776666,4.044216096790793
A_01_01,5962.0,436.8010819142764,87.12665588504497,106.7532099188596,82.11048724368919,0.63905412990361,181.47920161019792,60.62462260986246,15,1.3001166293050248,0.39267606013954276,1177.679012345679,194.13381418412283,47.44587107504871,36.49354988608408
A_01_01,2638.0,370.00104602052653,57.9552061424283,94.2794528326247,45.33462537431626,0.8768008339460156,243.11296436694465,18.453752843062926,16,2.0796345405611567,0.24214680968164676,521.0864197530864,164.4449093424562,41.90197903672209,20.148722388585004
A_01_01,4710.0,571.0681092190353,77.44003006005754,121.42765895295207,71.35369280314966,0.8091348074583291,267.30785562632695,223.89341825902335,17,1.7017711931312176,0.1814909421026513,930.3703703703703,253.80804854179343,53.96784842353425,31.712752356955402
A_01_01,3151.0,384.8355697996826,63.34017528757319,122.1958554759413,43.42556386267527,0.9347231557469179,280.78038717867344,327.6515391939067,18,2.813915228233358,0.2673670315545395,622.4197530864197,171.03803102208116,54.309269100418355,19.30025060563345
A_01_01,164.0,48.14213562373095,14.450303987687134,18.652062033373713,11.567459285614822,0.7844670214964078,294.5670731707317,142.17073170731706,19,1.6124597075906406,0.8892072767091567,32.39506172839506,21.3965047216582,8.289805348166094,5.141093015828809
A_01_01,197.0,71.89949493661166,15.837556323903858,32.611980920236526,8.520279552318508,0.9652678571680445,295.92893401015226,11.959390862944163,20,3.8275716989927346,0.4788774764189864,38.913580246913575,31.955331082938514,14.494213742327345,3.7867909121415586
